entity_id,name,status,entity_class,schema_candidate,entity_home,owner,jsonld_ids,about_pages_count,about_pages,mentions_pages_count,mentions_pages,product_group_refs,product_group_pages,rendered_id_refs,rendered_node_defs,gsc_impressions,gsc_clicks,gsc_ctr,ai_citations,business_signal,notes
synchronous-tilt,Synchronous Tilt,confirmed,Mechanism,DefinedTerm,/articles/what-is-synchronous-tilt/,,https://aerocool.ua/articles/what-is-synchronous-tilt/#synchronous-tilt,6,content/articles/sync4-sync5-mechanism-guide/index.md; content/articles/sync4-sync5-mechanism-guide/index.ru.md; content/articles/what-is-synchronous-tilt-guide/index.md; content/articles/what-is-synchronous-tilt-guide/index.ru.md; content/news/2026-04-30-aerocool-sync4-sync5-mechanism-update/index.md; content/news/2026-04-30-aerocool-sync4-sync5-mechanism-update/index.ru.md,64,content/articles/_index.md; content/articles/_index.ru.md; content/articles/best-chair-for-home-office/index.md; content/articles/best-chair-for-home-office/index.ru.md; content/articles/chair-for-computer-work/index.md; content/articles/chair-for-computer-work/index.ru.md; content/articles/chair-for-posture-and-long-work/index.md; content/articles/chair-for-posture-and-long-work/index.ru.md; content/articles/chair-setup-after-purchase/index.md; content/articles/chair-setup-after-purchase/index.ru.md; content/articles/chairs-for-office-team/index.md; content/articles/chairs-for-office-team/index.ru.md; content/articles/gaming-chair-long-sessions/index.md; content/articles/gaming-chair-long-sessions/index.ru.md; content/articles/how-to-choose-chair-by-adjustability/index.md; content/articles/how-to-choose-chair-by-adjustability/index.ru.md; content/articles/sky-lite-vs-sky-360-guide/index.md; content/articles/sky-lite-vs-sky-360-guide/index.ru.md; content/articles/sky-vs-wing-vs-xtal/index.md; content/articles/sky-vs-wing-vs-xtal/index.ru.md; content/articles/what-is-dual-backrest/index.md; content/articles/what-is-dual-backrest/index.ru.md; content/articles/what-is-fully-replaceable-design/index.md; content/articles/what-is-fully-replaceable-design/index.ru.md; content/articles/wing-vs-xtal-comparison/index.md; content/articles/wing-vs-xtal-comparison/index.ru.md; content/faq/index.md; content/faq/index.ru.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.ru.md; content/news/2026-04-18-aerocool-sky-360-launch/index.md; content/news/2026-04-18-aerocool-sky-360-launch/index.ru.md; content/news/2026-04-19-aerocool-sky-lite-launch/index.md; content/news/2026-04-19-aerocool-sky-lite-launch/index.ru.md; content/products/sky/360/index.md; content/products/sky/360/index.ru.md; content/products/sky/_index.md; content/products/sky/_index.ru.md; content/products/sky/lite/index.md; content/products/sky/lite/index.ru.md; content/products/wing/_index.md; content/products/wing/_index.ru.md; content/products/wing/loft-air-dark-grey/index.md; content/products/wing/loft-air-dark-grey/index.ru.md; content/products/wing/loft-air-light-grey/index.md; content/products/wing/loft-air-light-grey/index.ru.md; content/products/wing/mesh-black/index.md; content/products/wing/mesh-black/index.ru.md; content/products/wing/racer-black/index.md; content/products/wing/racer-black/index.ru.md; content/products/wing/racer-dark-grey/index.md; content/products/wing/racer-dark-grey/index.ru.md; content/products/xtal/_index.md; content/products/xtal/_index.ru.md; content/products/xtal/loft-air-dark-grey/index.md; content/products/xtal/loft-air-dark-grey/index.ru.md; content/products/xtal/loft-air-light-grey/index.md; content/products/xtal/loft-air-light-grey/index.ru.md; content/products/xtal/mesh-black/index.md; content/products/xtal/mesh-black/index.ru.md; content/products/xtal/racer-black/index.md; content/products/xtal/racer-black/index.ru.md; content/products/xtal/racer-dark-grey/index.md; content/products/xtal/racer-dark-grey/index.ru.md,0,,196,74,pending-production,pending-production,pending-production,pending-production,pending-production,ok
warranty-policy,Warranty,confirmed,Policy,WarrantyPromise,/faq/,Aerocool Ukraine,https://aerocool.ua/faq/#warranty-policy,2,content/faq/index.md; content/faq/index.ru.md,26,content/contact/index.md; content/contact/index.ru.md; content/products/sky/360/index.md; content/products/sky/360/index.ru.md; content/products/sky/lite/index.md; content/products/sky/lite/index.ru.md; content/products/wing/loft-air-dark-grey/index.md; content/products/wing/loft-air-dark-grey/index.ru.md; content/products/wing/loft-air-light-grey/index.md; content/products/wing/loft-air-light-grey/index.ru.md; content/products/wing/mesh-black/index.md; content/products/wing/mesh-black/index.ru.md; content/products/wing/racer-black/index.md; content/products/wing/racer-black/index.ru.md; content/products/wing/racer-dark-grey/index.md; content/products/wing/racer-dark-grey/index.ru.md; content/products/xtal/loft-air-dark-grey/index.md; content/products/xtal/loft-air-dark-grey/index.ru.md; content/products/xtal/loft-air-light-grey/index.md; content/products/xtal/loft-air-light-grey/index.ru.md; content/products/xtal/mesh-black/index.md; content/products/xtal/mesh-black/index.ru.md; content/products/xtal/racer-black/index.md; content/products/xtal/racer-black/index.ru.md; content/products/xtal/racer-dark-grey/index.md; content/products/xtal/racer-dark-grey/index.ru.md,0,,56,28,pending-production,pending-production,pending-production,pending-production,pending-production,ok
wing-loft-air-dark-grey,Aerocool WING Loft Air Dark Grey,confirmed,ProductVariant,Product,/products/wing/loft-air-dark-grey/,,https://aerocool.ua/products/wing/loft-air-dark-grey/#product,2,content/products/wing/loft-air-dark-grey/index.md; content/products/wing/loft-air-dark-grey/index.ru.md,8,content/articles/what-is-dual-backrest/index.md; content/articles/what-is-dual-backrest/index.ru.md; content/news/2026-04-16-aerocool-wing-series-launch/index.md; content/news/2026-04-16-aerocool-wing-series-launch/index.ru.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.ru.md; content/products/wing/_index.md; content/products/wing/_index.ru.md,0,,24,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
wing-loft-air-light-grey,Aerocool WING Loft Air Light Grey,confirmed,ProductVariant,Product,/products/wing/loft-air-light-grey/,,https://aerocool.ua/products/wing/loft-air-light-grey/#product,2,content/products/wing/loft-air-light-grey/index.md; content/products/wing/loft-air-light-grey/index.ru.md,6,content/news/2026-04-16-aerocool-wing-series-launch/index.md; content/news/2026-04-16-aerocool-wing-series-launch/index.ru.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.ru.md; content/products/wing/_index.md; content/products/wing/_index.ru.md,0,,20,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
wing-loft-air-product-group,Aerocool WING Loft Air,confirmed,ProductGroup,ProductGroup,/products/wing/,,https://aerocool.ua/products/wing/#wing-loft-air-product-group,0,,0,,4,content/products/wing/loft-air-dark-grey/index.md; content/products/wing/loft-air-dark-grey/index.ru.md; content/products/wing/loft-air-light-grey/index.md; content/products/wing/loft-air-light-grey/index.ru.md,8,4,pending-production,pending-production,pending-production,pending-production,pending-production,active ProductGroup
wing-mesh-black,Aerocool WING Mesh Black,confirmed,Product,Product,/products/wing/mesh-black/,,https://aerocool.ua/products/wing/mesh-black/#product,2,content/products/wing/mesh-black/index.md; content/products/wing/mesh-black/index.ru.md,8,content/articles/what-is-dual-backrest/index.md; content/articles/what-is-dual-backrest/index.ru.md; content/news/2026-04-16-aerocool-wing-series-launch/index.md; content/news/2026-04-16-aerocool-wing-series-launch/index.ru.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.ru.md; content/products/wing/_index.md; content/products/wing/_index.ru.md,0,,20,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
wing-racer-black,Aerocool WING Racer Black,confirmed,ProductVariant,Product,/products/wing/racer-black/,,https://aerocool.ua/products/wing/racer-black/#product,2,content/products/wing/racer-black/index.md; content/products/wing/racer-black/index.ru.md,6,content/articles/what-is-dual-backrest/index.md; content/articles/what-is-dual-backrest/index.ru.md; content/news/2026-04-16-aerocool-wing-series-launch/index.md; content/news/2026-04-16-aerocool-wing-series-launch/index.ru.md; content/products/wing/_index.md; content/products/wing/_index.ru.md,0,,20,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
wing-racer-dark-grey,Aerocool WING Racer Dark Grey,confirmed,ProductVariant,Product,/products/wing/racer-dark-grey/,,https://aerocool.ua/products/wing/racer-dark-grey/#product,2,content/products/wing/racer-dark-grey/index.md; content/products/wing/racer-dark-grey/index.ru.md,4,content/news/2026-04-16-aerocool-wing-series-launch/index.md; content/news/2026-04-16-aerocool-wing-series-launch/index.ru.md; content/products/wing/_index.md; content/products/wing/_index.ru.md,0,,16,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
wing-racer-product-group,Aerocool WING Racer,confirmed,ProductGroup,ProductGroup,/products/wing/,,https://aerocool.ua/products/wing/#wing-racer-product-group,0,,0,,4,content/products/wing/racer-black/index.md; content/products/wing/racer-black/index.ru.md; content/products/wing/racer-dark-grey/index.md; content/products/wing/racer-dark-grey/index.ru.md,8,4,pending-production,pending-production,pending-production,pending-production,pending-production,active ProductGroup
wing-series,Aerocool WING,confirmed,ProductSeries,CollectionPage,/products/wing/,,https://aerocool.ua/products/wing/#collection,20,content/articles/sky-vs-wing-vs-xtal/index.md; content/articles/sky-vs-wing-vs-xtal/index.ru.md; content/articles/what-is-dual-backrest/index.md; content/articles/what-is-dual-backrest/index.ru.md; content/articles/wing-vs-xtal-comparison/index.md; content/articles/wing-vs-xtal-comparison/index.ru.md; content/news/2026-04-16-aerocool-wing-series-launch/index.md; content/news/2026-04-16-aerocool-wing-series-launch/index.ru.md; content/products/wing/_index.md; content/products/wing/_index.ru.md; content/products/wing/loft-air-dark-grey/index.md; content/products/wing/loft-air-dark-grey/index.ru.md; content/products/wing/loft-air-light-grey/index.md; content/products/wing/loft-air-light-grey/index.ru.md; content/products/wing/mesh-black/index.md; content/products/wing/mesh-black/index.ru.md; content/products/wing/racer-black/index.md; content/products/wing/racer-black/index.ru.md; content/products/wing/racer-dark-grey/index.md; content/products/wing/racer-dark-grey/index.ru.md,36,content/_index.md; content/_index.ru.md; content/about/index.md; content/about/index.ru.md; content/articles/_index.md; content/articles/_index.ru.md; content/articles/best-chair-for-home-office/index.md; content/articles/best-chair-for-home-office/index.ru.md; content/articles/chair-for-computer-work/index.md; content/articles/chair-for-computer-work/index.ru.md; content/articles/chair-for-posture-and-long-work/index.md; content/articles/chair-for-posture-and-long-work/index.ru.md; content/articles/chair-setup-after-purchase/index.md; content/articles/chair-setup-after-purchase/index.ru.md; content/articles/chairs-for-office-team/index.md; content/articles/chairs-for-office-team/index.ru.md; content/articles/gaming-chair-long-sessions/index.md; content/articles/gaming-chair-long-sessions/index.ru.md; content/articles/how-to-choose-aerocool-chair/index.md; content/articles/how-to-choose-aerocool-chair/index.ru.md; content/articles/how-to-choose-chair-by-adjustability/index.md; content/articles/how-to-choose-chair-by-adjustability/index.ru.md; content/articles/sync4-sync5-mechanism-guide/index.md; content/articles/sync4-sync5-mechanism-guide/index.ru.md; content/faq/index.md; content/faq/index.ru.md; content/news/2026-04-30-aerocool-sync4-sync5-mechanism-update/index.md; content/news/2026-04-30-aerocool-sync4-sync5-mechanism-update/index.ru.md; content/news/2026-05-21-aerocool-chair-selection-guides-update/index.md; content/news/2026-05-21-aerocool-chair-selection-guides-update/index.ru.md; content/news/2026-05-21-aerocool-practical-chair-guides-update/index.md; content/news/2026-05-21-aerocool-practical-chair-guides-update/index.ru.md; content/news/_index.md; content/news/_index.ru.md; content/products/_index.md; content/products/_index.ru.md,0,,130,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
xtal-loft-air-dark-grey,Aerocool XTAL Loft Air Dark Grey,confirmed,ProductVariant,Product,/products/xtal/loft-air-dark-grey/,,https://aerocool.ua/products/xtal/loft-air-dark-grey/#product,2,content/products/xtal/loft-air-dark-grey/index.md; content/products/xtal/loft-air-dark-grey/index.ru.md,8,content/articles/what-is-fully-replaceable-design/index.md; content/articles/what-is-fully-replaceable-design/index.ru.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.ru.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.ru.md; content/products/xtal/_index.md; content/products/xtal/_index.ru.md,0,,24,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
xtal-loft-air-light-grey,Aerocool XTAL Loft Air Light Grey,confirmed,ProductVariant,Product,/products/xtal/loft-air-light-grey/,,https://aerocool.ua/products/xtal/loft-air-light-grey/#product,2,content/products/xtal/loft-air-light-grey/index.md; content/products/xtal/loft-air-light-grey/index.ru.md,6,content/news/2026-04-17-aerocool-xtal-series-launch/index.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.ru.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.ru.md; content/products/xtal/_index.md; content/products/xtal/_index.ru.md,0,,20,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
xtal-loft-air-product-group,Aerocool XTAL Loft Air,confirmed,ProductGroup,ProductGroup,/products/xtal/,,https://aerocool.ua/products/xtal/#xtal-loft-air-product-group,0,,0,,4,content/products/xtal/loft-air-dark-grey/index.md; content/products/xtal/loft-air-dark-grey/index.ru.md; content/products/xtal/loft-air-light-grey/index.md; content/products/xtal/loft-air-light-grey/index.ru.md,8,4,pending-production,pending-production,pending-production,pending-production,pending-production,active ProductGroup
xtal-mesh-black,Aerocool XTAL Mesh Black,confirmed,Product,Product,/products/xtal/mesh-black/,,https://aerocool.ua/products/xtal/mesh-black/#product,2,content/products/xtal/mesh-black/index.md; content/products/xtal/mesh-black/index.ru.md,8,content/articles/what-is-fully-replaceable-design/index.md; content/articles/what-is-fully-replaceable-design/index.ru.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.ru.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.md; content/news/2026-04-20-aerocool-loft-air-and-mesh-focus/index.ru.md; content/products/xtal/_index.md; content/products/xtal/_index.ru.md,0,,20,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
xtal-racer-black,Aerocool XTAL Racer Black,confirmed,ProductVariant,Product,/products/xtal/racer-black/,,https://aerocool.ua/products/xtal/racer-black/#product,2,content/products/xtal/racer-black/index.md; content/products/xtal/racer-black/index.ru.md,4,content/news/2026-04-17-aerocool-xtal-series-launch/index.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.ru.md; content/products/xtal/_index.md; content/products/xtal/_index.ru.md,0,,16,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
xtal-racer-dark-grey,Aerocool XTAL Racer Dark Grey,confirmed,ProductVariant,Product,/products/xtal/racer-dark-grey/,,https://aerocool.ua/products/xtal/racer-dark-grey/#product,2,content/products/xtal/racer-dark-grey/index.md; content/products/xtal/racer-dark-grey/index.ru.md,6,content/articles/what-is-fully-replaceable-design/index.md; content/articles/what-is-fully-replaceable-design/index.ru.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.ru.md; content/products/xtal/_index.md; content/products/xtal/_index.ru.md,0,,20,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
xtal-racer-product-group,Aerocool XTAL Racer,confirmed,ProductGroup,ProductGroup,/products/xtal/,,https://aerocool.ua/products/xtal/#xtal-racer-product-group,0,,0,,4,content/products/xtal/racer-black/index.md; content/products/xtal/racer-black/index.ru.md; content/products/xtal/racer-dark-grey/index.md; content/products/xtal/racer-dark-grey/index.ru.md,8,4,pending-production,pending-production,pending-production,pending-production,pending-production,active ProductGroup
xtal-series,Aerocool XTAL,confirmed,ProductSeries,CollectionPage,/products/xtal/,,https://aerocool.ua/products/xtal/#collection,20,content/articles/sky-vs-wing-vs-xtal/index.md; content/articles/sky-vs-wing-vs-xtal/index.ru.md; content/articles/what-is-fully-replaceable-design/index.md; content/articles/what-is-fully-replaceable-design/index.ru.md; content/articles/wing-vs-xtal-comparison/index.md; content/articles/wing-vs-xtal-comparison/index.ru.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.md; content/news/2026-04-17-aerocool-xtal-series-launch/index.ru.md; content/products/xtal/_index.md; content/products/xtal/_index.ru.md; content/products/xtal/loft-air-dark-grey/index.md; content/products/xtal/loft-air-dark-grey/index.ru.md; content/products/xtal/loft-air-light-grey/index.md; content/products/xtal/loft-air-light-grey/index.ru.md; content/products/xtal/mesh-black/index.md; content/products/xtal/mesh-black/index.ru.md; content/products/xtal/racer-black/index.md; content/products/xtal/racer-black/index.ru.md; content/products/xtal/racer-dark-grey/index.md; content/products/xtal/racer-dark-grey/index.ru.md,36,content/_index.md; content/_index.ru.md; content/about/index.md; content/about/index.ru.md; content/articles/_index.md; content/articles/_index.ru.md; content/articles/best-chair-for-home-office/index.md; content/articles/best-chair-for-home-office/index.ru.md; content/articles/chair-for-computer-work/index.md; content/articles/chair-for-computer-work/index.ru.md; content/articles/chair-for-posture-and-long-work/index.md; content/articles/chair-for-posture-and-long-work/index.ru.md; content/articles/chair-setup-after-purchase/index.md; content/articles/chair-setup-after-purchase/index.ru.md; content/articles/chairs-for-office-team/index.md; content/articles/chairs-for-office-team/index.ru.md; content/articles/gaming-chair-long-sessions/index.md; content/articles/gaming-chair-long-sessions/index.ru.md; content/articles/how-to-choose-aerocool-chair/index.md; content/articles/how-to-choose-aerocool-chair/index.ru.md; content/articles/how-to-choose-chair-by-adjustability/index.md; content/articles/how-to-choose-chair-by-adjustability/index.ru.md; content/articles/sync4-sync5-mechanism-guide/index.md; content/articles/sync4-sync5-mechanism-guide/index.ru.md; content/faq/index.md; content/faq/index.ru.md; content/news/2026-04-30-aerocool-sync4-sync5-mechanism-update/index.md; content/news/2026-04-30-aerocool-sync4-sync5-mechanism-update/index.ru.md; content/news/2026-05-21-aerocool-chair-selection-guides-update/index.md; content/news/2026-05-21-aerocool-chair-selection-guides-update/index.ru.md; content/news/2026-05-21-aerocool-practical-chair-guides-update/index.md; content/news/2026-05-21-aerocool-practical-chair-guides-update/index.ru.md; content/news/_index.md; content/news/_index.ru.md; content/products/_index.md; content/products/_index.ru.md,0,,130,1,pending-production,pending-production,pending-production,pending-production,pending-production,ok
